Genes	CH01-06	CH01-14	CH01-22	CH01-38	CH03-04	CH03-15	CH03-33	CH05-01	CH05-06	CH05-07	CH05-09	CH05-14	CH05-21	CH05-29	CH07-04	CH07-06	CH07-08	CH07-11	CH07-24	CH09-02	CH09-13	CH09-28	CH10-08	CH10-11
M_mag.00g002030-v1.0.a1	19	26	17	25	22	14	20	16	17	28	50	24	36	18	29	33	40	96	13	14	10	55	18	29
M_mag.00g002040-v1.0.a1	26	32	41	38	22	29	15	34	11	11	7	23	4	9	34	27	27	7	26	8	16	9	10	9
M_mag.00g002050-v1.0.a1	2	40	13	30	10	17	20	7	8	13	39	8	7	1	12	74	27	46	36	2	6	16	5	11
M_mag.00g002060-v1.0.a1	15	35	16	59	20	7	14	16	13	4	36	42	21	7	7	4	25	1	13	11	5	0	24	10
M_mag.00g002070-v1.0.a1	34	43	29	33	11	7	0	12	18	40	19	41	5	31	92	4	2	14	7	7	23	3	30	79
M_mag.00g002080-v1.0.a1	38	81	48	42	31	39	33	16	29	24	27	59	25	44	36	35	96	17	72	24	20	33	48	39
M_mag.00g002090-v1.0.a1	0	10	2	2	2	2	0	4	3	7	4	3	0	1	6	0	0	0	1	4	0	0	0	6
M_mag.00g002100-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0
M_mag.00g002110-v1.0.a1	8	38	26	21	5	9	16	16	7	19	32	28	31	10	11	39	38	11	61	12	7	50	38	27
M_mag.00g002120-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002130-v1.0.a1	22	32	19	45	11	10	24	26	7	14	16	34	22	24	12	14	29	11	21	2	2	0	30	17
M_mag.00g002140-v1.0.a1	123	211	56	144	67	79	80	90	79	56	104	101	102	49	33	107	137	71	94	62	10	18	106	69
M_mag.00g002150-v1.0.a1	117	127	9	111	66	33	52	48	40	68	64	89	74	46	40	50	81	29	52	55	25	11	61	49
M_mag.00g002160-v1.0.a1	118	226	113	168	95	108	77	92	63	122	124	144	118	91	106	185	235	147	156	51	37	53	129	149
M_mag.00g002170-v1.0.a1	51	122	57	67	48	38	43	25	25	123	43	75	48	50	109	25	105	20	64	57	23	29	53	38
M_mag.00g002180-v1.0.a1	29	71	23	63	28	7	13	45	45	106	48	59	23	90	42	25	16	56	40	48	63	62	27	41
M_mag.00g002190-v1.0.a1	8	28	28	10	16	12	0	31	5	18	10	16	6	23	20	13	6	1	0	16	40	1	8	38
M_mag.00g002200-v1.0.a1	710	2602	1582	1100	1022	1776	6859	1450	615	980	10170	2974	2326	1002	405	12118	12999	16842	9837	1599	793	14790	1796	444
M_mag.00g002210-v1.0.a1	6	25	37	18	4	20	25	1	9	8	18	36	3	1	19	12	31	7	2	2	0	3	12	6
M_mag.00g002220-v1.0.a1	28	48	23	63	50	6	23	48	22	12	17	70	54	12	37	9	22	4	43	190	37	13	13	75
M_mag.00g002230-v1.0.a1	11	28	14	43	21	9	8	19	8	30	34	38	27	0	18	47	0	19	10	57	20	6	5	48
M_mag.00g002240-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002250-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002260-v1.0.a1	0	2	0	4	0	0	0	0	1	4	0	2	0	1	6	0	0	3	0	0	0	0	0	0
M_mag.00g002270-v1.0.a1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0
M_mag.00g002280-v1.0.a1	0	7	2	0	0	5	0	6	0	6	2	9	0	6	8	0	6	0	0	1	2	4	2	14
M_mag.00g002290-v1.0.a1	0	4	0	0	1	4	0	7	17	9	6	15	8	0	33	0	0	23	0	12	2	12	0	9
M_mag.00g002300-v1.0.a1	18	61	46	32	23	10	0	29	17	96	15	44	4	25	108	0	16	1	1	27	46	5	45	22
M_mag.00g002310-v1.0.a1	1	1	2	4	2	0	1	1	4	9	0	4	5	5	12	348	1	2	4	2	6	2	1	4
M_mag.00g002320-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002330-v1.0.a1	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	4	0	1	0	0	0	0
M_mag.00g002340-v1.0.a1	0	2	0	1	0	0	0	11	0	2	0	2	0	0	7	0	0	0	0	2	1	0	4	1
M_mag.00g002350-v1.0.a1	0	2	0	0	0	0	2	0	0	0	0	3	0	2	1	0	10	0	0	0	0	0	1	0
M_mag.00g002360-v1.0.a1	3	3	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	9	0	0	0	0	0	0
M_mag.00g002370-v1.0.a1	2	13	3	5	0	1	0	28	1	19	10	9	0	21	34	6	20	17	4	3	8	13	10	6
M_mag.00g002380-v1.0.a1	3	15	0	8	15	8	8	23	21	44	1	10	19	14	40	10	8	9	9	7	8	2	31	12
M_mag.00g002390-v1.0.a1	5	15	3	2	14	6	9	12	6	3	0	23	13	2	4	3	13	2	1	5	5	1	12	8
M_mag.00g002400-v1.0.a1	1	6	0	6	6	3	0	0	0	0	0	9	1	2	4	14	2	0	0	1	0	0	4	1
M_mag.00g002410-v1.0.a1	6	12	1	42	9	8	7	4	14	14	28	28	12	9	8	14	16	0	13	11	3	1	10	13
M_mag.00g002420-v1.0.a1	3	13	10	1	0	4	0	6	2	9	1	2	0	13	12	7	1	0	3	3	4	4	2	3
M_mag.00g002430-v1.0.a1	13	13	0	15	4	9	3	9	2	2	3	13	6	11	7	3	15	0	5	8	6	7	7	1
M_mag.00g002440-v1.0.a1	16	21	13	62	26	16	18	22	18	8	6	66	21	15	20	5	19	9	4	25	22	8	28	41
M_mag.00g002450-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
M_mag.00g002460-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	10	0	0	0	0	0	0	0
M_mag.00g002470-v1.0.a1	1	0	1	0	2	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g002480-v1.0.a1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002490-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g002500-v1.0.a1	0	3	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002510-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002520-v1.0.a1	13	3	12	20	0	9	6	6	3	0	0	0	3	4	9	10	36	10	7	5	1	1	5	6
M_mag.00g002530-v1.0.a1	1	2	0	4	1	1	0	3	5	5	0	2	0	0	2	0	0	0	0	2	1	1	1	1
M_mag.00g002540-v1.0.a1	8	17	9	33	6	19	16	7	2	0	13	2	8	14	11	16	69	4	48	3	1	5	12	11
M_mag.00g002550-v1.0.a1	114	172	87	195	102	104	91	72	72	59	99	114	88	37	81	118	219	59	102	62	20	42	143	103
M_mag.00g002560-v1.0.a1	22	39	22	44	24	12	12	14	8	23	19	30	37	30	68	16	35	7	12	4	2	9	27	26
M_mag.00g002570-v1.0.a1	23	45	25	47	40	31	27	17	27	36	34	37	21	8	12	59	94	41	33	8	7	40	39	17
M_mag.00g002580-v1.0.a1	46	30	19	43	18	47	13	30	25	8	9	31	34	14	10	31	41	13	45	5	6	12	29	17
M_mag.00g002590-v1.0.a1	20	24	42	56	15	30	17	21	22	17	39	27	27	22	11	14	53	13	67	6	4	40	37	5
M_mag.00g002600-v1.0.a1	3	9	28	34	9	33	16	0	8	4	11	7	1	10	9	5	38	4	21	2	0	18	8	3
M_mag.00g002610-v1.0.a1	18	73	44	51	12	35	11	21	21	180	39	69	10	24	110	3	42	26	87	15	42	54	60	40
M_mag.00g002620-v1.0.a1	0	4	0	5	2	0	0	2	3	10	4	4	0	14	6	0	3	20	0	2	8	0	0	3
M_mag.00g002630-v1.0.a1	0	0	0	0	0	3	1	0	0	0	0	5	1	0	1	2	0	0	0	0	0	0	0	0
M_mag.00g002640-v1.0.a1	36	138	42	88	36	32	62	26	35	34	45	96	35	37	49	68	75	32	52	40	10	42	71	52
M_mag.00g002650-v1.0.a1	38	51	8	49	30	15	10	36	27	23	19	39	26	24	25	30	32	20	27	27	7	12	32	54
M_mag.00g002660-v1.0.a1	0	0	0	4	0	0	0	0	0	0	0	0	0	3	1	0	0	0	9	0	0	0	2	0
M_mag.00g002670-v1.0.a1	11	34	4	17	5	22	14	16	8	7	8	4	11	3	15	16	11	3	11	8	5	6	8	16
M_mag.00g002680-v1.0.a1	12	56	12	18	14	6	9	33	5	14	15	17	23	12	16	3	16	13	17	6	19	3	18	25
M_mag.00g002690-v1.0.a1	6	18	14	29	8	33	8	12	1	24	17	1	3	5	13	4	2	5	6	1	0	2	5	0
M_mag.00g002700-v1.0.a1	2	6	0	4	0	1	2	16	4	12	25	4	4	1	1	6	0	2	15	0	5	5	3	0
M_mag.00g002710-v1.0.a1	1	0	1	1	0	5	1	0	0	0	0	0	1	0	0	13	0	1	2	0	5	0	1	0
M_mag.00g002720-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002730-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g002740-v1.0.a1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	2	0	0	2	0
M_mag.00g002750-v1.0.a1	21	56	9	12	21	21	2	7	21	13	11	21	29	23	16	18	42	17	22	30	7	13	26	24
M_mag.00g002760-v1.0.a1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	5	4	0	0	0	0	0
M_mag.00g002770-v1.0.a1	0	0	0	0	4	4	2	3	0	2	0	0	1	3	3	6	2	0	1	0	1	3	0	0
M_mag.00g002780-v1.0.a1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	6	7	7	0	0	0	1	1	0
M_mag.00g002790-v1.0.a1	3	1	7	0	0	0	1	0	0	0	0	1	7	2	1	0	3	0	0	0	0	2	0	0
M_mag.00g002800-v1.0.a1	1	1	7	8	8	0	5	1	0	14	2	11	6	0	17	3	3	10	9	7	6	0	10	8
M_mag.00g002810-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	5	1	0
M_mag.00g002820-v1.0.a1	14	17	16	12	4	3	9	3	6	14	10	10	14	11	10	14	21	8	13	1	6	1	9	15
M_mag.00g002830-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
M_mag.00g002840-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
M_mag.00g002850-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g002860-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
M_mag.00g002870-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g002880-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0
M_mag.00g002890-v1.0.a1	3	3	0	1	2	0	1	18	0	0	2	1	2	7	6	2	24	8	7	8	0	0	10	4
M_mag.00g002900-v1.0.a1	20	70	3	44	49	7	12	30	20	11	8	55	33	6	41	9	26	8	5	46	22	0	35	35
M_mag.00g002910-v1.0.a1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
M_mag.00g002920-v1.0.a1	0	0	0	0	0	3	3	0	0	0	10	0	0	0	0	0	6	0	0	1	0	7	0	0
M_mag.00g002930-v1.0.a1	0	0	32	8	0	0	1	0	0	0	2	0	0	2	0	0	0	5	0	0	0	12	0	0
M_mag.00g002940-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g002950-v1.0.a1	3	20	19	8	8	5	0	13	5	58	20	28	0	36	40	6	0	6	8	17	26	6	16	7
M_mag.00g002960-v1.0.a1	0	4	6	3	0	3	1	2	3	7	10	0	0	2	1	12	20	11	11	2	0	23	2	0
M_mag.00g002970-v1.0.a1	14	42	10	26	16	13	6	25	9	25	17	24	35	8	14	14	52	14	27	9	2	8	14	12
M_mag.00g002980-v1.0.a1	1	3	2	2	0	3	0	0	0	8	0	14	0	8	12	0	0	4	4	2	3	0	3	0
M_mag.00g002990-v1.0.a1	0	0	2	2	5	0	2	11	0	11	0	0	0	0	0	0	1	0	0	6	0	1	0	1
M_mag.00g003000-v1.0.a1	0	2	0	4	0	0	0	4	0	0	1	0	0	7	5	0	0	0	0	4	0	1	1	5
M_mag.00g003010-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
M_mag.00g003020-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0
M_mag.00g003030-v1.0.a1	0	2	0	4	0	0	0	0	0	6	0	1	1	6	9	8	0	0	0	5	0	0	0	0
M_mag.00g003040-v1.0.a1	0	0	0	0	0	0	0	3	0	1	0	2	0	2	0	0	0	0	0	2	0	0	0	0
M_mag.00g003050-v1.0.a1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
M_mag.00g003060-v1.0.a1	6	19	2	3	9	9	1	11	9	13	12	10	0	9	29	6	0	2	2	24	17	0	7	7
M_mag.00g003070-v1.0.a1	7	13	50	22	11	10	3	24	5	45	19	9	2	28	13	0	1	6	1	11	8	4	11	7
M_mag.00g003080-v1.0.a1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003090-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M_mag.00g003100-v1.0.a1	2	12	15	17	4	1	1	24	6	20	38	17	5	35	23	5	11	15	13	6	10	14	6	5
M_mag.00g003110-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003120-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
M_mag.00g003130-v1.0.a1	0	3	0	0	0	1	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	2	0	0
M_mag.00g003140-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g003150-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0
M_mag.00g003160-v1.0.a1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	6	1	0	2	0	0
M_mag.00g003170-v1.0.a1	9	31	34	41	15	14	34	9	18	6	26	9	17	47	12	71	103	33	69	18	6	188	17	1
M_mag.00g003180-v1.0.a1	0	0	0	1	5	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0
M_mag.00g003190-v1.0.a1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
M_mag.00g003200-v1.0.a1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	1	0	3	2	0	1	3	1	2
M_mag.00g003210-v1.0.a1	0	0	7	0	3	0	0	0	0	4	0	0	0	1	4	0	0	0	0	0	0	8	0	2
M_mag.00g003220-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0
M_mag.00g003230-v1.0.a1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g003240-v1.0.a1	0	3	0	0	3	0	0	1	0	10	3	0	0	2	0	0	0	0	2	1	4	0	0	1
M_mag.00g003250-v1.0.a1	15	31	25	51	9	5	21	36	10	8	27	23	7	7	16	20	95	16	32	7	3	3	17	7
M_mag.00g003260-v1.0.a1	28	69	43	138	33	32	82	58	25	23	65	22	37	30	37	94	276	25	103	25	13	5	59	25
M_mag.00g003270-v1.0.a1	0	4	3	9	0	2	6	3	6	9	2	4	0	0	3	2	1	0	0	2	4	4	1	2
M_mag.00g003280-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003290-v1.0.a1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M_mag.00g003300-v1.0.a1	0	0	0	0	6	0	5	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	2	1
M_mag.00g003310-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003320-v1.0.a1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003330-v1.0.a1	0	0	0	0	0	0	0	4	0	0	4	2	0	0	3	0	2	1	0	5	3	0	3	0
M_mag.00g003340-v1.0.a1	0	2	0	0	2	1	0	1	2	3	2	3	0	8	11	0	0	0	0	0	3	0	4	0
M_mag.00g003350-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
M_mag.00g003360-v1.0.a1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003370-v1.0.a1	0	0	0	0	0	7	0	0	4	7	4	0	0	6	1	0	5	0	0	0	0	0	0	1
M_mag.00g003380-v1.0.a1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
M_mag.00g003390-v1.0.a1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003400-v1.0.a1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003410-v1.0.a1	0	0	0	0	0	0	1	0	1	1	0	3	8	3	0	0	0	0	0	6	5	1	0	0
M_mag.00g003420-v1.0.a1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M_mag.00g003430-v1.0.a1	89	275	75	430	127	66	64	52	60	163	128	212	83	114	147	74	220	57	84	22	6	23	130	99
M_mag.00g003440-v1.0.a1	7	25	2	20	6	5	3	2	1	5	9	1	9	1	13	4	5	25	4	6	3	0	9	3
M_mag.00g003450-v1.0.a1	5	21	6	27	6	4	0	2	1	1	5	6	5	6	6	2	15	2	2	8	4	4	9	6
M_mag.00g003460-v1.0.a1	2	3	15	9	1	3	1	12	6	0	0	0	14	3	0	2	6	5	4	3	2	0	7	10
M_mag.00g003470-v1.0.a1	0	1	0	1	1	5	0	0	1	0	3	5	0	4	11	0	1	3	0	1	0	8	3	5
M_mag.00g003480-v1.0.a1	0	0	4	0	3	0	3	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0
M_mag.00g003490-v1.0.a1	15	52	43	26	17	22	4	27	23	108	25	49	11	32	92	4	9	17	21	47	24	8	13	41
M_mag.00g003500-v1.0.a1	15	11	2	1	4	0	2	0	0	1	4	0	6	2	0	4	7	2	6	0	1	8	1	1
M_mag.00g003510-v1.0.a1	0	2	0	4	4	0	2	0	2	0	0	1	3	0	0	0	4	3	1	0	0	0	4	8
M_mag.00g003520-v1.0.a1	0	1	1	4	0	1	0	0	1	0	3	0	4	7	1	9	1	0	0	0	5	0	0	3
M_mag.00g003530-v1.0.a1	3	13	12	17	6	3	4	1	2	8	7	4	16	6	4	13	1	5	9	9	3	2	9	6
M_mag.00g003540-v1.0.a1	9	13	9	8	9	10	2	8	0	0	5	7	7	6	3	11	13	1	0	3	0	0	4	11
M_mag.00g003550-v1.0.a1	0	10	8	2	9	6	10	12	7	2	5	11	9	8	2	10	7	6	9	3	3	0	18	6
M_mag.00g003560-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	0	0	0	199	105	2	3	0
M_mag.00g003570-v1.0.a1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
M_mag.00g003580-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003590-v1.0.a1	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	106	35	0	0	0
M_mag.00g003600-v1.0.a1	0	8	0	1	1	7	0	3	0	0	0	3	0	1	0	5	0	0	0	3	6	10	1	3
M_mag.00g003610-v1.0.a1	1	1	0	13	4	3	0	7	2	2	5	7	1	5	2	6	5	5	4	8	2	0	1	0
M_mag.00g003620-v1.0.a1	0	1	0	5	3	2	0	4	0	0	1	0	0	0	0	0	0	0	5	0	0	1	1	0
M_mag.00g003630-v1.0.a1	160	385	77	240	136	100	143	168	106	197	155	182	117	146	234	151	354	127	121	132	70	28	209	188
M_mag.00g003640-v1.0.a1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003650-v1.0.a1	1	13	0	0	0	6	0	3	3	10	4	4	0	28	18	3	0	3	0	16	3	3	3	2
M_mag.00g003660-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003670-v1.0.a1	0	34	8	8	7	3	0	9	6	41	3	10	2	12	29	0	1	1	0	12	6	2	6	8
M_mag.00g003680-v1.0.a1	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	1
M_mag.00g003690-v1.0.a1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	2
M_mag.00g003700-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003710-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g003720-v1.0.a1	25	47	19	21	23	9	12	9	14	1	8	18	12	6	7	12	24	14	14	13	2	15	22	23
M_mag.00g003730-v1.0.a1	8	33	9	50	16	17	4	5	10	5	10	24	13	6	13	4	31	28	5	12	0	2	19	13
M_mag.00g003740-v1.0.a1	66	124	28	152	75	55	25	38	50	30	65	70	69	70	47	35	120	40	64	73	15	13	96	54
M_mag.00g003750-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003760-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003770-v1.0.a1	0	1	0	0	0	1	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	2	0
M_mag.00g003780-v1.0.a1	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003790-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003800-v1.0.a1	4	0	0	6	0	0	6	4	0	5	5	4	2	1	1	3	3	0	14	0	0	3	0	0
M_mag.00g003810-v1.0.a1	84	249	370	294	136	293	611	309	59	361	707	177	210	100	50	939	875	1107	778	197	133	825	182	104
M_mag.00g003820-v1.0.a1	5	28	30	17	10	15	75	9	2	41	92	21	13	12	7	79	93	125	83	16	14	120	11	4
M_mag.00g003830-v1.0.a1	63	124	220	166	63	178	281	154	47	110	305	95	132	54	26	459	516	441	263	153	66	424	84	65
M_mag.00g003840-v1.0.a1	1	3	0	0	3	0	6	3	0	8	6	3	0	0	0	1	5	11	8	2	1	3	12	0
M_mag.00g003850-v1.0.a1	1	8	7	0	0	0	5	12	0	7	8	4	2	8	5	7	2	33	4	6	4	12	0	17
M_mag.00g003860-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003870-v1.0.a1	19	34	83	27	42	5	3	11	8	95	6	15	0	18	68	0	4	0	3	22	17	5	26	31
M_mag.00g003880-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003890-v1.0.a1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0
M_mag.00g003900-v1.0.a1	7	7	26	29	3	3	6	5	4	3	13	10	13	6	6	5	19	4	19	6	9	8	14	5
M_mag.00g003910-v1.0.a1	2	8	4	4	1	3	0	4	0	1	14	4	3	2	2	0	0	0	2	1	1	3	1	1
M_mag.00g003920-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M_mag.00g003930-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003940-v1.0.a1	3	1	0	10	0	0	0	0	0	0	1	0	2	0	0	2	0	0	5	0	0	0	4	3
M_mag.00g003950-v1.0.a1	88	198	45	146	89	35	17	42	54	45	55	41	85	55	61	122	107	100	96	77	28	34	64	64
M_mag.00g003960-v1.0.a1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g003970-v1.0.a1	17	21	1	19	9	10	14	4	4	10	4	22	23	8	8	11	25	7	8	12	9	10	11	8
M_mag.00g003980-v1.0.a1	20	53	3	31	13	52	11	6	15	16	21	39	29	9	11	10	35	5	24	12	5	8	27	8
M_mag.00g003990-v1.0.a1	48	78	28	82	46	58	41	28	33	49	46	58	48	59	26	51	61	16	64	30	17	18	62	68
M_mag.00g004000-v1.0.a1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g004010-v1.0.a1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M_mag.00g004020-v1.0.a1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g004030-v1.0.a1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
M_mag.00g004040-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0
M_mag.00g004050-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g004060-v1.0.a1	0	2	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0
M_mag.00g004070-v1.0.a1	17	36	58	48	37	4	1	21	31	98	4	21	5	7	56	0	0	3	1	16	14	0	28	36
M_mag.00g004080-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g004090-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M_mag.00g004100-v1.0.a1	0	0	0	7	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
M_mag.00g004110-v1.0.a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
